info;
"{""id"":""WOZ20084.json"",""log"":[""Brezilya yemekleri sunan bir restoran istiyorum"",""Brezilya yemekleri sunan hiçbir restoran yok."",""Lütfen Fransız yemeği için sorgulayın. Ayrıca adrese ve telefon numarasına ihtiyacım olacak."",""Biri merkezde diğeri kuzeyde olmak üzere iki Fransız restoranı buldum. Bölgede bir tercihiniz var mı?"",""Umurumda değil."",""Fiyat konusunda bir tercihiniz var mı?"",""Umurumda değil"",""Cote iyi bir Fransız restoranı. Bridge street şehir merkezinde bulunur ve telefon numarası 01223311053. Size yardımcı olabileceğim başka bir şey var mı?"",""Hayır, tek ihtiyacım olan bu. Teşekkürler ve hoşçakal!"",""Güle güle.""]}";
"{""id"":""WOZ20514.json"",""log"":[""Uluslararası yemekler sunan bir restoran arıyorum."",""Uluslararası yemekler sunan birçok restoran var. Şehrin merkezinde mi doğusunda mı bir yer tercih edersiniz?"",""Umurumda değil."",""Uluslararası yemekler sunan üç restoran var. Hangi fiyat aralığını istersiniz?""]}";
"{""id"":""WOZ20549.json"",""log"":[""Şehrin kuzeyinde fransız yemekleri sunan bir restoran istiyorum"",""Şehrin kuzey tarafında Fransız yemekleri sunan Restaurant Two Two var."",""Adresleri, numaraları ve fiyat aralıkları nedir?"",""Restaurant Two Two pahalı fiyat aralığında. onların telefon numarası 01223 351880 ve 22 Chesterton Road Chesterton yer almaktadır. Başka bir şeye ihtiyacınız var mı?"","" Hayır, bu kadar. Yardımın için teşekkürler."",""Sistemimizi kullandığınız için teşekkür ederiz. Güle güle""]}";
"{""id"":""WOZ20584.json"",""log"":[""Şehrin kuzey kesiminde Avustralasya yemekleri sunan iyi bir restoran önerebilir misiniz?"",""İsteğinizle eşleşen restoran yok. Farklı bir restoran bulmanıza yardımcı olabilir miyim?"",""Bunun yerine Hint yemeği var mı?"",""Şehrin kuzeyinde iki Hint restoranı var. Hangi fiyat aralığını arıyorsunuz?"",""Mevcut iki restoranın fiyat aralıkları nelerdir?"",""Bunlardan biri ucuz, diğeri orta fiyatlı."",""Bana orta fiyatlı olanın adresini söyle."",""Nirala 7 Milton Street Chesterton'da bulunuyor."",""Telefon numarası nedir?"",""Nirala'nın telefon numarası 01223 360966'dır. Size yardımcı olabileceğim başka bir şey var mı?"",""Hayır, teşekkür ederim hoşçakal"",""Bir şey değil. Güle güle.""]}";
"{""id"":""SNG0547.json"",""log"":[""Ben üst düzey bir Hint restoranı arıyorum, şehirde var mı?"",""Cambridge'de 14 pahalı Hint restoranı var. Tercih ettiğiniz bir şehir bölgesi var mı?"",""Restoran batıda olmalı."",""Tandoori Palace tam aradığınızla uyuşuyor. Rezervasyon ister misiniz?"",""Evet cumartesi 1 kişi için lütfen 19:15 lütfen."",""Pekala, rezervasyonunu yaptım. Referans numarası NGOQ9J96. Size yardımcı olabileceğim başka bir şey var mı?"",""Hayır, hepsi bu. Yardımın için teşekkürler!"",""Rica ederim, afiyet olsun!""]}";
"{""id"":""WOZ20037.json"",""log"":[""Akdeniz yemekleri arıyorum"",""La Mimoza, şehir merkezinde Akdeniz yemekleri servis etmektedir. Bilgilerini ister misiniz?"",""Evet, adresi ve telefon numarasını rica ediyorum."",""Thompsons Lane Fen Ditton 'da bulunur ve 01223 362525 numaralı telefondan ulaşabilirsiniz."",""Teşekkür ederim! Güle güle."",""Rica ederim, hoşçakal""]}";
"{""id"":""WOZ20328.json"",""log"":[""Şehrin güneyinde restoran var mı?"",""Evet, Chiquito Restaurant Bar şehrin güneyinde güzel bir restoran."",""Çin yemeği sunan bir restoran istiyorum? Adres ve fiyat aralığı nedir?"",""Peking Restaurant, şehrin güney kesiminde bir Çin restoranı. Fiyat aralığı pahalı ve adres 10 Homerton Street city Center ""]}";
"{""id"":""WOZ20292.json"",""log"":[""Merhaba, Vejetaryen yemekleri sunan bir restoran arıyorum."",""Vejetaryen yiyeceği sunan bir restoran yok."",""Türk yemekleri peki?"",""Üç restoran Türk yemekleri sunmaktadır. Fiyat tercihiniz var mı?"",""Umurumda değil"",""Anatolia orta fiyat aralığında ve şehir merkezinde bir Türk restoranı. Adresi ve telefon numarasını istiyor musunuz?"","" Adres, lütfen."",""Anadolu, 30 Bridge Street Şehir Merkezi'nde yer almaktadır."",""teşekkür ederim hoşçakal"",""Rica ederim. Güle güle.""]}";
"{""id"":""SNG0685.json"",""log"":[""Pahalı fiyat aralığında bir restoran arıyorum. Sri Lanka mutfağı servis  etmeli."",""Üzgünüm ama listelenmiş hiçbir şeyim yok. İlginizi çekebilecek başka bir yiyecek türü var mı?"",""Sri Lanka'yı gerçekten istiyordum."","" Korkarım şehirde hiç Sri Lanka restoranı yok. Sizin için arayabileceğim başka bir yer var mı?"",""Gastropub'a ne dersin?"",""Merkezde üç, doğuda bir tane buldum. Hangisini tercih edersin?"",""Hepsi pahalı olarak mı listeleniyor?"",""Evet, hepsi pahalı. backstreet bistro merkez bölgede ve royal standard doğuda. Bunlardan herhangi birinde rezervasyon yaptırmamı ister misiniz?"",""Lütfen bana royal standard ın telefon numarasını verir misiniz?"",""Elbette, 01223247877."",""Tamam, teşekkürler. Bugünlük bu kadar."",""Rica ederim. Cambridge TownInfo Center'ı aradığınız için teşekkür ederiz. Güle güle.""]}";
"{""id"":""SSNG0180.json"",""log"":[""Yemek yiyebileceğim bir yer istiyorum, lütfen merkezde."","" Merkezde 69 restoran var. Yiyecek veya fiyat türüne göre daraltmak ister misiniz?"",""Fiyatına göre daraltmak istiyorum ve Çin mutfağı istiyorum."",""Çeşitli fiyat aralıklarında olan beş farklı seçenek var.""]}";
"{""id"":""WOZ20556.json"",""log"":[""Merhaba, şehrin güney kesiminde orta fiyatlı bir restoran istiyorum."",""Pizza hut cherry hinton kasabanın güneyinde ve ılımlı fiyat aralığında. Konumlarını ister misiniz?"",""adres ve posta kodu lütfen"",""Adresleri G4 Cambridge Leisure Park Clifton Way Cherry Hinton ve posta kodları CB 1, 7 DY Bugün sizin için yapabileceğim başka bir şey var mı?"",""Hayır, teşekkür ederim, hoşçakalın."",""afiyet olsun!""]}";
"{""id"":""WOZ20618.json"",""log"":[""Bana şehrin herhangi bir yerinde İspanyol yemekleri sunan ortala fiyatlı bir restoran olup olmadığını söyleyebilir misiniz?"","" La Tasca, İspanyol yemekleri sunuyor, şehir merkezinde ve orta fiyat aralığındadır."",""Adres, telefon numarası ve bölgesi nedir?"",""Adresleri Merkez bölgesi 14-16 Bridge Street. Telefon numaraları 01223 464630. Başka herhangi bir konuda yardımcı olabilir miyim?"",""Hayır, teşekkür Ederim"",""Sistemimizi seçtiğiniz için teşekkür ederiz. Güle güle"",""Tekrar teşekkürler!"","" güle güle""]}";
"{""id"":""WOZ20473.json"",""log"":[""Pahalı Kore yemeği arıyorum. Adresini ve bölgesini istiyorum."","" Little Seoul şehir merkezinde bir Kore restoranı ve pahalı fiyat aralığında. Adresi 108 Regent Caddesi."",""Şehrin neresinde?"",""Little Seoul şehir merkezinde yer almaktadır."",""Mümkünse Endonezya yemeği isterdim. Önce pahalı Endonezya gıda hakkında sormak istemiştim."",""Endonezya restoranı yok. Başka bir şey arayabilir miyim?"",""Yardımınız için teşekkürler!"",""Sorun değil. İyi günler ve başka bir şeye ihtiyacınız varsa tekrar bizimle iletişime geçebilirsiniz.""]}";
"{""id"":""WOZ20197.json"",""log"":[""Merhaba, Fas yemekleri sunan bir restoran arıyorum."",""Üzgünüm, Fas yemekleri sunan bir restoran yok. Başka bir şey ister misin?"",""O zaman Asya oryantal yiyebilir miyim?"",""dojo noodle bar Asya oryantal yiyecek hizmet vermektedir"","" Bir adresi var mı?"",""Dojo Noodle Bar, 40210 Millers Yard Şehir Merkezi'nde yer almaktadır"",""Posta kodunu alabilir miyim lütfen?"",""Dojo Noodle Bar'ın posta kodu CB 2, 1 RQ Bugün size yardımcı olabileceğim başka bir konu var mı?"",""Teşekkürler, hoşçakalın."",""Teşekkür ederim, hoşçakalın.""]}";
"{""id"":""WOZ20267.json"",""log"":[""Akdeniz yemekleri sunan bir restoran arıyorum."",""la mimosa, şehir merkezinde Akdeniz yemekleri sunan pahalı bir restorandır."",""Başka bir mekan var mı?"",""Eğer ucuz bir restoran arıyorsanız The Gardenia var."",""Adres ve telefon numarası nedir?"",""Gardenia  2 Rose Crescent City Center 'da ve telefon numarası 01223 356354'tür."",""Teşekkürler, hoşçakalın."",""Rica ederim, güle güle"",""Fiyat umrumda değil. Teşekkürler hoşça kalın."",""Teşekkür ederim. Güle güle.""]}";
"{""id"":""WOZ20388.json"",""log"":[""Avusturyalı bir restoran arıyorum."",""Hangi bölgeyi tercih edersiniz?"",""Batı."",""Batı'da Avusturya restoranı yok. İlginizi çekebilecek başka bir bölge var mı?"",""İtalyan yemekleri peki?"",""İtalyan yemekleri için 15 sonuç var. Aklınızda bir bölge veya fiyat aralığı var mı?"",""Şehrin batı kısmı"",""Prezzo, İtalyan yemekleri servis etmektedir ve şehrin batı kesiminde yer almaktadır."",""Harika, telefon numarası nedir?"","" Telefon numarası 01799 521260, Size yardımcı olabileceğim başka bir şey var mı?"",""Teşekkürler, hoşçakalın."",""Bir şey değil. Güle güle!"",""Güle güle."",""Güle güle!""]}";
"{""id"":""SNG0618.json"",""log"":[""Merkezde pahalı bir restoran arıyorum"","" Merkezde pahalı yemekler sunan 33 restoran var. Ne tür yiyecek istersiniz?"",""Restoran Japon yemekleri servis etmeli."",""Wamagama restoranını sizin için rezerve edebilir miyim? Tam size uygun."",""Aslında şu anda adreslerini, posta kodlarını ve telefon numaralarını istiyorum."",""Wagamama 36 Saint Andrews Street, posta kodu cb23ar, telefon 01223462354 adresinde bulunmaktadır. Daha fazla yardıma ihtiyacınız var mı?"",""Şimdilik bu kadar. Yardımların için teşekkür ederim!"",""Yardımcı olabildiğim için memnunum. İyi günler ve Cambridge TownInfo merkeziyle iletişim kurduğunuz için teşekkür ederiz!"",""Tekrar teşekkürler. Hoşçakal!"",""Tadını çıkarın! Güle güle""]}";
"{""id"":""WOZ20233.json"",""log"":[""Merhaba, kasabanın doğu tarafında bir Macar restoranı arıyorum."",""İsteğinizle eşleşen restoran yok. Farklı bir restoran ister misiniz?"",""Evet, kasabanın doğusunda bir Çin restoranı istiyorum."",""yu garden kasabanın doğusunda bir Çin restoranıdır."",""Lütfen bana Yu Garden'ın adresini, telefon numarasını ve posta kodunu verin."",""01223 248882 ve posta kodu CB 5, 8 PA"",""Teşekkür ederim hoşçakal."",""Rica ederim, hoşçakal.""]}";
"{""id"":""WOZ20675.json"",""log"":[""Kasabanın kuzeyinde Endonezya yemekleri konusunda uzmanlaşmış bir restoranla ilgileniyorum, lütfen."",""Şehrin kuzey kesiminde Endonezya yemekleri sunan bir restoran yok. Şehrin başka bir yerine bakmamı ister misiniz?"",""Peki ya İtalyan yemekleri?"",""Da Vinci Pizzeria, kasabanın kuzey kesiminde İtalyan yemekleri sunan bir restorandır. Ek bilgi ister misiniz?"",""Evet, adresi ve telefon numarasını alabilir miyim lütfen?"",""Adres 20 Milton Road Chesterton ve telefon numarası 01223 351707."",""teşekkür ederim, hoşçakalın."",""Güle güle."",""Güle güle."",""İyi akşamlar.""]}";
"{""id"":""WOZ20234.json"",""log"":[""Şehrin doğusunda pahalı bir restoran bulmak istiyorum."",""Ne tür yiyecek arıyorsunuz?"",""Umurumda değil."",""Grafton Restaurant, pahalı fiyat aralığında ve doğuda İngiliz yemekleri sunmaktadır. adresi ve telefon numarasını bilmek ister misiniz?"",""Sadece telefon numarası yeterli, lütfen."",""Telefon numarası 01223 241387. Hepsi bu kadar mı?"",""Hepsi bu, çok teşekkür ederim. Güle güle."",""Cambridge sistemini kullandığınız için teşekkür ederiz. Güle güle.""]}";
"{""id"":""WOZ20031.json"",""log"":[""Şehrin kuzeyinde ucuz bir restoran bulmak istiyorum. Adres ve telefon numarası nedir?"",""Şehrin kuzeyinde ve ucuz fiyat aralığındaki Da Vinci Pizzeria, 20 Milton Road Chesterton'da ve telefon numarası 01223 351707'dir."",""Teşekkürler, hoşçakalın."",""Cambridge restoran sistemini kullandığınız için teşekkür ederiz""]}";
"{""id"":""SSNG0140.json"",""log"":[""Orta bir fiyat aralığında bir restoran arıyorum."",""Birçok restoran var, aramayı daraltmak için restoranın olmasını istediğiniz bir fiyat aralığı ve bölge alabilir miyim?"",""Orta bir fiyat aralığı ve merkezde istiyorum. Cuma günü saat 19: 30'da masa rezervasyonu yapabilir misiniz? 2 kişi için güzel olur."",""Tamam, 21 seçenek var. Seçenekleri daraltmak için bir mutfak seçmek ister misiniz?"",""Rezervasyon yapabildiğin sürece neden bir tane benim için seçmiyorsun?"",""Asya Oriental yemekleri sunan yippee noodle bar denedim ama doluydu. Çin Asya mutfağı ile kalmak ister misiniz?"",""Lütfen cuma günü saat 19:30 'a 2 kişilik bir masa rezervasyonu yap. Ve bir referans numarasına ihtiyacım olacak."",""Tamam, bunun için üzgünüm. Yedinci restoranda bir masa bulabilirim. Referans numaranız A2RA63NX'dir. Size yardımcı olabileceğim başka bir şey var mı?"",""Hayır, teşekkürler. Güle güle."",""Rica ederim. Cambridge TownInfo Center'ı aradığınız için teşekkür ederiz. Güle güle.""]}";
"{""id"":""WOZ20402.json"",""log"":[""Toskana yemekleri sunan ucuz bir restoran bulmak istiyorum"",""isteğinizle eşleşen hiçbir şey yok. Üzgünüm."",""Kahretsin. O zaman ucuz İtalyan yemekleri bulmama yardım eder misin?"",""Bölge tercihiniz yoksa, batıda La Margherita'yı tavsiye ederim."",""Kulağa hoş geliyor, telefon numarası ve adresi nedir?"",""la margherita 15 magdalene street şehir merkezinde yer almaktadır ve telefon numarası 01223 315232. Size yardımcı olabileceğim başka bir konu var mı?"",""İtalyan mutfağına ne dersin?"",""La Margherita harika İtalyan yemekleri sunmaktadır. başka bir konuda yardımcı olabilir miyim?"",""Hayır, hepsi bu, çok teşekkür ederim. Güle güle."",""Rica ederim. Güle güle,""]}";
"{""id"":""WOZ20350.json"",""log"":[""Malezya yemekleri sunan ve ucuz fiyat aralığında bir restoran arıyorum."",""Ucuz Malezya mutfağı için eşleşme bulunamadı. Başka bir şey ister misin?"",""Vietnam yemeği nasıl olur?"",""Thanh binh Vietnam yemekleri sunan ve ucuz fiyat aralığında yer alan güzel bir restorandır."",""Kulağa hoş geliyor! Telefon numaralarını alabilir miyim lütfen?"",""thanh binh'nin telefon numarası 01223 362456"",""Tamam, yardımın için teşekkürler!"",""Cambridge restoran sistemini kullandığınız için teşekkür ederiz, lütfen tekrar arayın.""]}";
"{""id"":""WOZ20579.json"",""log"":[""Galler yemekleri sunan pahalı bir restoran arıyorum."",""Özür dilerim, pahalı fiyat aralığında Galler yemekleri sunan hiçbir restoran yok. Farklı türde bir yemek ister misiniz?"",""Kore yemekleri nasıl?"",""Little Seoul pahalı bir Kore restoranı. Size yardımcı olabileceğim başka bir şey var mı?"",""Evet, adreslerini ve şehrin hangi bölgesinde bulunduğunu öğrenmek istiyorum."",""Little Seoul şehrin merkezinde yer almaktadır ve adresi 108 Regent Street Şehir Merkezi'dir."",""Teşekkürler, hoşçakalın."",""İyi günler! Güle güle.""]}";
"{""id"":""WOZ20657.json"",""log"":[""Şehrin kuzeyinde uygun fiyatlı bir restoran lütfen."",""Golden wok, şehrin kuzey kesiminde güzel bir restoran ve orta fiyat aralığında. Konumlarını ister misiniz?"",""Evet, lütfen."",""Golden wok 191 histon road chesterton da yer almaktadır"",""Telefon numarası?"",""Golden Wok'un telefon numarası 01223 350688. Size yardımcı olabileceğim başka bir şey var mı?"",""İşte bu, teşekkürler. Güle güle."",""Cambridge restoran sistemini kullandığınız için teşekkür ederiz. Güle güle.""]}";
"{""id"":""WOZ20232.json"",""log"":[""Portekizli bir restoran var mı?"",""Evet"",""Başka bir şey var mı?"",""Şehirde iki Portekiz restoranı var. Şehrin merkezinde mi yoksa güney kesiminde mi tercih edersiniz?"",""Adres ve telefon numarasını alabilir miyim lütfen?"",""Adresleri 33-34 Saint Andrews Caddesi. Telefonları 01223 327908"",""Teşekkürler, hoşçakalın."",""Sistemi kullandığınız için teşekkür ederiz. Güle güle.""]}";
"{""id"":""WOZ20040.json"",""log"":[""İngiliz yemekleri sunan orta fiyatlı bir restoran istiyorum"",""İstediğiniz kriterlere uyan restoran yok. Başka bir mutfak türü veya fiyat aralığı var mı?"",""Orta fiyatlı Avrupa yemekleri lütfen."",""galleria Avrupa yemekleri sunmaktadır ve makul fiyat aralığındadır. Konumlarını ister misiniz?"",""Adres ve posta kodu nedir?"",""Galleria adresi 33 Bridge Street ve posta kodu CB 2, 1 UW Size başka bir konuda yardımcı olabilir miyim?"",""İşte bu. Teşekkür ederim."",""teşekkür ederim hoşçakal""]}";
"{""id"":""SNG1206.json"",""log"":[""Belirli bir restoran arıyorum. Adı city stop restaurant."",""City Stop, şehrin kuzeyinde yer alır ve Avrupa yemekleri servis eder. Başka bir konuda yardımcı olabilir miyim?"",""Posta kodu ve telefon numarası nedir?"",""city stop restaurant posta kodu cb41uy ve 01223363270 numarasıyla ulaşılabilir. Rezervasyon ister misiniz?"",""Hayır, bugün ihtiyacım olan tek şey bu. Yardımın için teşekkürler!"",""Rica ederim ve afiyet olsun""]}";
"{""id"":""SSNG0142.json"",""log"":[""Bir restoran arıyorum."",""Tercih edeceğiniz bir fiyat aralığı veya yiyecek türü var mı?"",""Bundan emin değilim, \""ask\"" adında bir restoran arıyorum."",""Bu şehir merkezinde bulunan bir İtalyan restoranı. 12 Bridge Street tedir. Sizin için bir masa arayabilir ve ayırabilir miyim?"",""Pazar günü saat 14:15 'te 5 kişilik masa rezervasyonu yapmak istiyorum."",""Maalesef rezervasyon başarısız oldu. Başka bir restoran denemek ister misiniz?"",""Evet, aynı bölgede ve aynı fiyat aralığında farklı bir restoran."",""Evet, benzer bir fiyat aralığı olan 15 restoran var. Hala İtalyan istiyor musunuz?"",""Yiyecek türü önemli değil. Hangisi en iyisi? Onu rezerve edeceğim."",""Rezervasyonunuz Millers Yard'daki Dojo Noodle Bar'da. Referans numarası W87AKIBY'dir ve tablo 15 dakika boyunca tutulur. Hepsi bu kadar mı?"",""Hepsi bu. Teşekkür ederim!"",""Aradığınız için teşekkürler. Yemek deneyiminizin tadını çıkarın.""]}";
